id_postulante,correo,num_telefono,nombres,apellidos,nota_postulacion,opcion_1,politica_cuotas,vulnerable,cuadro_honor,pueblo_nacionalidad,titulo_superior
P1128,lucia1128@mail.com,0936492297,Lucia,Vera,729,CO1,NO,NO,NO,NO,NO
P1129,ana1129@mail.com,0935688366,Ana,Mendoza,839,EC1,NO,NO,SI,NO,NO
P1130,carlos1130@mail.com,0946039878,Carlos,Garcia,776,AR1,NO,SI,NO,NO,NO
P1131,juan1131@mail.com,0980711812,Juan,Cedeño,709,AD1,NO,NO,NO,NO,NO
P1132,sofia1132@mail.com,0956456678,Sofia,Gomez,799,AD2,NO,NO,NO,NO,NO
P1133,juan1133@mail.com,0991534737,Juan,Zambrano,756,MA1,NO,NO,NO,NO,NO
P1134,pedro1134@mail.com,0922192007,Pedro,Garcia,824,DE1,NO,NO,NO,NO,NO
P1135,lucia1135@mail.com,0968793870,Lucia,Castro,650,IN1,NO,NO,NO,NO,NO
P1136,sofia1136@mail.com,0970070117,Sofia,Vera,958,IN1,NO,NO,NO,NO,NO
P1137,pedro1137@mail.com,0947408710,Pedro,Mendoza,963,EN1,NO,SI,NO,NO,NO
P1138,juan1138@mail.com,0959733506,Juan,Torres,738,AR1,NO,NO,NO,NO,NO
P1139,maria1139@mail.com,0997141697,Maria,Perez,924,AD1,NO,NO,NO,NO,NO
P1140,sofia1140@mail.com,0997347172,Sofia,Torres,972,IS2,NO,NO,NO,NO,NO
P1141,pedro1141@mail.com,0947755030,Pedro,Mendoza,897,MA1,SI,NO,NO,NO,NO
P1142,lucia1142@mail.com,0946706072,Lucia,Perez,992,PS1,NO,NO,NO,NO,NO
P1143,carlos1143@mail.com,0910675307,Carlos,Castro,837,EN1,NO,NO,NO,NO,NO
P1144,pedro1144@mail.com,0968086716,Pedro,Perez,818,IS3,NO,NO,NO,NO,NO
P1145,carlos1145@mail.com,0945942285,Carlos,Lopez,803,IN1,NO,SI,NO,NO,NO
P1146,luis1146@mail.com,0926908951,Luis,Gomez,984,CO1,NO,NO,NO,NO,NO
P1147,juan1147@mail.com,0914429144,Juan,Garcia,994,PS1,NO,SI,NO,NO,NO
P1148,maria1148@mail.com,0973169432,Maria,Vera,977,CO1,NO,NO,NO,NO,NO
P1149,lucia1149@mail.com,0953360654,Lucia,Cedeño,772,IS1,NO,SI,NO,NO,NO
P1150,lucia1150@mail.com,0953776618,Lucia,Mendoza,954,ME1,NO,SI,NO,NO,SI
P1151,maria1151@mail.com,0985694062,Maria,Gomez,787,DE1,NO,NO,NO,NO,NO
P1152,ana1152@mail.com,0953265641,Ana,Mendoza,727,IS1,SI,NO,NO,NO,NO
P1153,miguel1153@mail.com,0961376647,Miguel,Vera,731,CO1,NO,NO,NO,NO,NO
P1154,luis1154@mail.com,0932977144,Luis,Gomez,721,IS2,NO,SI,NO,NO,NO
P1155,juan1155@mail.com,0984692764,Juan,Torres,900,AD2,NO,NO,NO,NO,NO
P1156,miguel1156@mail.com,0937528513,Miguel,Gomez,869,PS1,NO,NO,NO,NO,NO
P1157,juan1157@mail.com,0940859271,Juan,Castro,737,IN1,NO,NO,NO,NO,NO
P1158,sofia1158@mail.com,0911260193,Sofia,Perez,727,AD1,NO,NO,NO,NO,NO
P1159,maria1159@mail.com,0953725091,Maria,Lopez,662,AR1,SI,NO,NO,NO,SI
P1160,luis1160@mail.com,0949013351,Luis,Perez,964,EC1,SI,NO,NO,NO,NO
P1161,rosa1161@mail.com,0940064453,Rosa,Castro,862,PS1,NO,NO,NO,NO,NO
P1162,juan1162@mail.com,0964964934,Juan,Torres,936,AD1,NO,SI,NO,NO,NO
P1163,sofia1163@mail.com,0950692277,Sofia,Torres,739,IS2,SI,NO,NO,NO,NO
P1164,miguel1164@mail.com,0915903073,Miguel,Garcia,680,EC1,NO,NO,NO,NO,NO
P1165,ana1165@mail.com,0984398716,Ana,Lopez,835,IS2,NO,NO,NO,NO,NO
P1166,miguel1166@mail.com,0936873453,Miguel,Cedeño,761,EC1,NO,NO,NO,NO,NO
P1167,miguel1167@mail.com,0943818860,Miguel,Mendoza,707,IN1,NO,NO,NO,NO,NO
P1168,carlos1168@mail.com,0914124840,Carlos,Gomez,706,PS1,NO,NO,NO,NO,NO
P1169,lucia1169@mail.com,0922833253,Lucia,Vera,917,EC1,NO,NO,NO,NO,NO
P1170,maria1170@mail.com,0947668663,Maria,Torres,765,AR1,NO,NO,NO,NO,NO
P1171,luis1171@mail.com,0977221756,Luis,Perez,672,AD2,NO,NO,SI,NO,NO
P1172,rosa1172@mail.com,0927761627,Rosa,Zambrano,899,IN1,NO,SI,NO,NO,NO
P1173,pedro1173@mail.com,0992868524,Pedro,Garcia,931,EC1,NO,NO,NO,NO,NO
P1174,miguel1174@mail.com,0943341418,Miguel,Cedeño,996,AD2,SI,NO,NO,NO,NO
P1175,sofia1175@mail.com,0978381896,Sofia,Lopez,975,EN1,NO,NO,NO,SI,NO
P1176,luis1176@mail.com,0986933793,Luis,Perez,800,IS1,NO,NO,NO,NO,NO
P1177,sofia1177@mail.com,0993953916,Sofia,Cedeño,688,IS1,NO,NO,NO,NO,NO
P1178,maria1178@mail.com,0974361300,Maria,Lopez,798,EN1,NO,NO,NO,NO,NO
P1179,carlos1179@mail.com,0919427530,Carlos,Gomez,981,IS2,NO,NO,NO,NO,NO
P1180,carlos1180@mail.com,0993063405,Carlos,Vera,906,CO1,NO,NO,NO,NO,NO
P1181,carlos1181@mail.com,0991181605,Carlos,Garcia,884,AD2,NO,NO,SI,NO,NO
P1182,miguel1182@mail.com,0978654933,Miguel,Lopez,785,IS2,NO,NO,NO,NO,NO
P1183,juan1183@mail.com,0929725964,Juan,Zambrano,775,DE1,NO,NO,NO,NO,NO
P1184,miguel1184@mail.com,0964626580,Miguel,Zambrano,782,AR1,NO,NO,NO,NO,NO
P1185,luis1185@mail.com,0945174286,Luis,Gomez,752,CO2,NO,NO,NO,NO,NO
P1186,pedro1186@mail.com,0982520891,Pedro,Perez,886,AD2,NO,NO,SI,NO,SI
P1187,rosa1187@mail.com,0943996309,Rosa,Perez,911,EC1,NO,NO,SI,NO,NO
P1188,pedro1188@mail.com,0945992189,Pedro,Zambrano,690,PS1,NO,SI,NO,NO,NO
P1189,ana1189@mail.com,0980341951,Ana,Garcia,711,PS1,SI,NO,NO,NO,NO
P1190,juan1190@mail.com,0942007804,Juan,Torres,849,CO1,NO,NO,SI,NO,NO
P1191,carlos1191@mail.com,0956224351,Carlos,Gomez,850,IN1,SI,NO,NO,NO,NO
P1192,luis1192@mail.com,0940631217,Luis,Zambrano,882,ME1,NO,NO,NO,NO,NO
P1193,juan1193@mail.com,0919779163,Juan,Cedeño,852,EN1,NO,NO,NO,NO,NO
P1194,lucia1194@mail.com,0967235711,Lucia,Castro,743,AD2,NO,NO,NO,NO,NO
P1195,lucia1195@mail.com,0946901583,Lucia,Zambrano,932,AD1,NO,NO,NO,NO,NO
P1196,pedro1196@mail.com,0951365635,Pedro,Mendoza,916,EN1,NO,SI,NO,NO,NO
P1197,sofia1197@mail.com,0974043351,Sofia,Garcia,823,CO1,NO,NO,SI,NO,NO
P1198,rosa1198@mail.com,0914546193,Rosa,Cedeño,940,EC1,NO,NO,NO,NO,NO
P1199,maria1199@mail.com,0974682360,Maria,Torres,968,IS3,NO,SI,NO,SI,NO
P1200,rosa1200@mail.com,0964282054,Rosa,Garcia,701,IN1,NO,SI,NO,NO,NO
P1201,pedro1201@mail.com,0927972498,Pedro,Gomez,718,CO1,NO,NO,NO,NO,NO
P1202,lucia1202@mail.com,0940055460,Lucia,Perez,782,DE1,NO,NO,NO,NO,NO
P1203,carlos1203@mail.com,0941564179,Carlos,Perez,745,AD2,SI,NO,NO,NO,NO
P1204,rosa1204@mail.com,0977162463,Rosa,Gomez,813,PS1,NO,NO,NO,NO,NO
P1205,luis1205@mail.com,0986293369,Luis,Vera,949,IS3,SI,SI,NO,NO,NO
P1206,sofia1206@mail.com,0934957498,Sofia,Castro,715,CO1,NO,NO,NO,NO,SI
P1207,lucia1207@mail.com,0985507807,Lucia,Castro,707,AD1,NO,NO,NO,NO,NO
P1208,ana1208@mail.com,0988697753,Ana,Gomez,942,EN1,SI,NO,NO,NO,NO
P1209,luis1209@mail.com,0996874111,Luis,Garcia,976,IS1,NO,SI,NO,NO,NO
P1210,maria1210@mail.com,0912686174,Maria,Lopez,980,AR1,NO,NO,NO,NO,NO
P1211,maria1211@mail.com,0927243804,Maria,Zambrano,650,EN1,NO,NO,NO,NO,NO
P1212,rosa1212@mail.com,0923798930,Rosa,Vera,883,IS1,NO,NO,NO,NO,NO
P1213,carlos1213@mail.com,0956330826,Carlos,Zambrano,955,AD1,NO,SI,NO,NO,NO
P1214,lucia1214@mail.com,0927947116,Lucia,Castro,697,AD2,NO,NO,NO,NO,NO
P1215,pedro1215@mail.com,0973551422,Pedro,Cedeño,819,AD1,NO,NO,NO,NO,NO
P1216,luis1216@mail.com,0991508856,Luis,Torres,826,CO2,NO,SI,NO,NO,NO
P1217,maria1217@mail.com,0964281582,Maria,Perez,984,EN1,NO,NO,NO,NO,NO
P1218,pedro1218@mail.com,0941055732,Pedro,Lopez,812,IN1,NO,NO,NO,NO,NO
P1219,pedro1219@mail.com,0984602050,Pedro,Zambrano,750,AD2,NO,NO,NO,NO,NO
P1220,miguel1220@mail.com,0924580878,Miguel,Cedeño,725,IN1,NO,SI,NO,NO,NO
P1221,lucia1221@mail.com,0987921860,Lucia,Cedeño,895,IN1,NO,NO,NO,NO,NO
P1222,pedro1222@mail.com,0934947425,Pedro,Garcia,982,CO1,NO,NO,NO,NO,NO
P1223,rosa1223@mail.com,0974984300,Rosa,Garcia,911,EN1,NO,NO,NO,NO,SI
P1224,juan1224@mail.com,0999029703,Juan,Gomez,861,AD2,NO,NO,SI,NO,NO
P1225,luis1225@mail.com,0940631346,Luis,Mendoza,837,CO1,NO,NO,NO,NO,NO
P1226,pedro1226@mail.com,0984850459,Pedro,Gomez,961,CO1,NO,SI,SI,NO,NO
P1227,miguel1227@mail.com,0978413663,Miguel,Cedeño,998,AD1,NO,NO,NO,NO,NO
P1228,sofia1228@mail.com,0952665533,Sofia,Perez,688,AD1,NO,NO,NO,NO,NO
P1229,luis1229@mail.com,0935958810,Luis,Perez,798,EN1,NO,SI,NO,NO,NO
P1230,sofia1230@mail.com,0917686574,Sofia,Lopez,802,AD2,NO,NO,SI,NO,NO
P1231,lucia1231@mail.com,0918832480,Lucia,Torres,760,AD2,NO,NO,NO,NO,NO
P1232,rosa1232@mail.com,0965913133,Rosa,Mendoza,678,AR1,NO,SI,NO,NO,NO
P1233,sofia1233@mail.com,0911087737,Sofia,Mendoza,860,PS1,NO,NO,NO,NO,NO
P1234,carlos1234@mail.com,0960882452,Carlos,Garcia,921,IS3,SI,NO,NO,NO,NO
P1235,ana1235@mail.com,0933625579,Ana,Cedeño,993,IS1,NO,NO,NO,NO,NO
P1236,carlos1236@mail.com,0997635179,Carlos,Castro,720,PS1,NO,NO,NO,SI,NO
P1237,pedro1237@mail.com,0981783660,Pedro,Cedeño,748,IS2,NO,NO,NO,NO,NO
P1238,juan1238@mail.com,0992165830,Juan,Lopez,671,IS3,NO,NO,NO,NO,NO
P1239,sofia1239@mail.com,0922575237,Sofia,Zambrano,840,IS1,NO,NO,NO,NO,NO
P1240,lucia1240@mail.com,0956337479,Lucia,Mendoza,880,AR1,NO,NO,NO,NO,NO
P1241,ana1241@mail.com,0951846894,Ana,Vera,924,IS2,NO,NO,NO,NO,NO
P1242,sofia1242@mail.com,0982763201,Sofia,Garcia,692,PS1,NO,NO,NO,NO,NO
P1243,lucia1243@mail.com,0935960506,Lucia,Vera,940,EC1,NO,SI,NO,NO,NO
P1244,carlos1244@mail.com,0982065698,Carlos,Perez,996,IS3,NO,NO,NO,NO,NO
P1245,luis1245@mail.com,0936474266,Luis,Perez,888,PS1,NO,NO,SI,NO,NO
P1246,ana1246@mail.com,0987694675,Ana,Zambrano,667,CO1,NO,NO,NO,NO,NO
P1247,maria1247@mail.com,0941146556,Maria,Lopez,745,ME1,NO,NO,NO,NO,NO
P1248,lucia1248@mail.com,0940273681,Lucia,Garcia,923,CO2,NO,NO,NO,SI,NO
P1249,maria1249@mail.com,0999171284,Maria,Mendoza,815,EN1,NO,NO,SI,NO,NO
P1250,lucia1250@mail.com,0936296721,Lucia,Zambrano,960,PS1,NO,SI,NO,NO,NO
P1251,maria1251@mail.com,0940185067,Maria,Perez,670,CO2,NO,NO,NO,NO,SI
P1252,miguel1252@mail.com,0915623135,Miguel,Cedeño,918,IS1,NO,NO,NO,NO,SI
P1253,sofia1253@mail.com,0967108105,Sofia,Lopez,659,MA1,NO,NO,NO,NO,NO
P1254,luis1254@mail.com,0970556314,Luis,Castro,677,EN1,NO,NO,NO,NO,NO
P1255,juan1255@mail.com,0932354358,Juan,Castro,922,IS1,NO,NO,NO,NO,NO
P1256,carlos1256@mail.com,0925123986,Carlos,Gomez,677,IN1,NO,NO,NO,NO,NO
P1257,pedro1257@mail.com,0953548293,Pedro,Lopez,914,EN1,NO,SI,NO,NO,NO
P1258,luis1258@mail.com,0913957404,Luis,Vera,683,EC1,SI,NO,NO,NO,NO
P1259,rosa1259@mail.com,0922336489,Rosa,Torres,981,MA1,SI,NO,NO,NO,NO
P1260,lucia1260@mail.com,0956850169,Lucia,Perez,686,CO2,NO,NO,NO,NO,NO
P1261,lucia1261@mail.com,0955155113,Lucia,Perez,992,IS3,NO,NO,NO,NO,NO
P1262,ana1262@mail.com,0913814589,Ana,Zambrano,736,AD1,NO,NO,NO,NO,NO
P1263,juan1263@mail.com,0944294739,Juan,Lopez,932,PS1,NO,NO,NO,NO,NO
P1264,juan1264@mail.com,0949079153,Juan,Lopez,760,DE1,NO,NO,NO,NO,SI
P1265,rosa1265@mail.com,0929419960,Rosa,Perez,787,CO2,NO,NO,NO,NO,NO
P1266,rosa1266@mail.com,0942472689,Rosa,Torres,780,DE1,NO,SI,SI,NO,NO
P1267,carlos1267@mail.com,0913598579,Carlos,Gomez,913,ME1,NO,NO,NO,NO,NO
P1268,maria1268@mail.com,0910877984,Maria,Torres,939,CO1,NO,NO,NO,NO,NO
P1269,lucia1269@mail.com,0946306323,Lucia,Perez,720,CO1,NO,NO,NO,NO,NO
P1270,rosa1270@mail.com,0973551946,Rosa,Perez,752,AD1,NO,NO,NO,NO,NO
P1271,maria1271@mail.com,0950891947,Maria,Garcia,793,CO1,NO,NO,NO,NO,NO
P1272,pedro1272@mail.com,0970597866,Pedro,Lopez,707,AD1,NO,NO,NO,NO,NO
P1273,maria1273@mail.com,0935451527,Maria,Gomez,737,CO2,NO,NO,NO,NO,NO
P1274,juan1274@mail.com,0986816248,Juan,Torres,812,EC1,NO,NO,NO,NO,NO
P1275,juan1275@mail.com,0921587587,Juan,Lopez,994,DE1,NO,NO,NO,NO,NO
P1276,carlos1276@mail.com,0955975553,Carlos,Vera,777,EN1,NO,NO,SI,NO,NO
P1277,luis1277@mail.com,0944276965,Luis,Castro,763,CO2,SI,NO,NO,NO,NO
P1278,rosa1278@mail.com,0957620385,Rosa,Lopez,923,EC1,NO,NO,NO,NO,NO
P1279,maria1279@mail.com,0945331320,Maria,Zambrano,712,IS3,NO,NO,SI,NO,NO
P1280,ana1280@mail.com,0984889923,Ana,Vera,862,IN1,NO,NO,NO,NO,NO
P1281,ana1281@mail.com,0913291555,Ana,Castro,773,IN1,NO,SI,NO,NO,NO
P1282,pedro1282@mail.com,0978754954,Pedro,Mendoza,723,IS2,NO,SI,NO,NO,NO
P1283,lucia1283@mail.com,0921083671,Lucia,Cedeño,664,IS1,NO,NO,SI,NO,NO
P1284,pedro1284@mail.com,0944886335,Pedro,Mendoza,753,EC1,NO,NO,NO,NO,NO
P1285,miguel1285@mail.com,0993576897,Miguel,Gomez,785,IS1,NO,NO,NO,NO,NO
P1286,pedro1286@mail.com,0930564972,Pedro,Vera,989,PS1,NO,NO,SI,NO,NO
P1287,carlos1287@mail.com,0982852007,Carlos,Vera,798,ME1,SI,NO,NO,NO,NO
P1288,sofia1288@mail.com,0923689692,Sofia,Vera,680,PS1,NO,NO,NO,NO,NO
P1289,juan1289@mail.com,0952897006,Juan,Perez,653,CO2,SI,NO,NO,NO,NO
P1290,pedro1290@mail.com,0973240626,Pedro,Torres,661,CO1,NO,NO,NO,NO,NO
P1291,luis1291@mail.com,0995315417,Luis,Mendoza,853,AR1,NO,NO,NO,NO,NO
P1292,carlos1292@mail.com,0936136440,Carlos,Gomez,661,IS1,NO,NO,NO,NO,NO
P1293,pedro1293@mail.com,0944689807,Pedro,Gomez,690,EN1,NO,NO,NO,NO,NO
P1294,juan1294@mail.com,0972834511,Juan,Castro,951,AD1,NO,NO,NO,NO,NO
P1295,luis1295@mail.com,0925290017,Luis,Gomez,771,EC1,NO,NO,NO,NO,NO
P1296,rosa1296@mail.com,0945481595,Rosa,Gomez,927,IS1,NO,NO,NO,NO,NO
P1297,sofia1297@mail.com,0949726610,Sofia,Gomez,655,CO2,SI,NO,NO,NO,NO
P1298,luis1298@mail.com,0934811369,Luis,Vera,763,IS2,NO,NO,NO,NO,NO
P1299,luis1299@mail.com,0926210356,Luis,Vera,772,CO1,NO,NO,NO,NO,NO
P1300,rosa1300@mail.com,0967715341,Rosa,Torres,751,AD1,NO,NO,NO,NO,NO
P1301,carlos1301@mail.com,0954780734,Carlos,Lopez,685,IS1,NO,SI,SI,NO,SI
P1302,sofia1302@mail.com,0981971269,Sofia,Perez,739,CO1,NO,NO,NO,NO,NO
P1303,miguel1303@mail.com,0930212752,Miguel,Torres,693,CO1,NO,NO,NO,NO,NO
P1304,pedro1304@mail.com,0938941474,Pedro,Castro,774,AD1,SI,NO,NO,NO,NO
P1305,luis1305@mail.com,0962162045,Luis,Mendoza,707,AR1,NO,NO,NO,NO,NO
P1306,maria1306@mail.com,0955726135,Maria,Garcia,711,IS2,NO,NO,NO,NO,SI
P1307,carlos1307@mail.com,0933019782,Carlos,Vera,984,CO1,NO,NO,NO,NO,NO
P1308,rosa1308@mail.com,0945074149,Rosa,Vera,776,IS3,NO,NO,NO,SI,SI
P1309,luis1309@mail.com,0935756092,Luis,Garcia,829,AD1,NO,SI,NO,NO,NO
P1310,lucia1310@mail.com,0954347998,Lucia,Lopez,889,IS3,NO,NO,SI,NO,NO
P1311,carlos1311@mail.com,0934913479,Carlos,Zambrano,928,MA1,NO,NO,NO,NO,NO
P1312,juan1312@mail.com,0992630958,Juan,Gomez,887,CO2,NO,NO,SI,NO,NO
P1313,sofia1313@mail.com,0998363594,Sofia,Lopez,700,IN1,NO,NO,NO,NO,NO
P1314,carlos1314@mail.com,0993390742,Carlos,Cedeño,697,IN1,NO,NO,NO,NO,NO
P1315,miguel1315@mail.com,0952169639,Miguel,Gomez,893,AR1,NO,NO,NO,NO,NO
P1316,miguel1316@mail.com,0922702331,Miguel,Garcia,681,DE1,NO,NO,NO,NO,NO
P1317,miguel1317@mail.com,0939532329,Miguel,Cedeño,952,AR1,NO,NO,NO,NO,NO
P1318,juan1318@mail.com,0942881341,Juan,Zambrano,683,AD1,NO,NO,NO,NO,NO
P1319,luis1319@mail.com,0921875155,Luis,Lopez,872,AR1,NO,NO,NO,NO,NO
P1320,rosa1320@mail.com,0937857292,Rosa,Vera,683,AD1,NO,NO,NO,NO,NO
P1321,ana1321@mail.com,0918865461,Ana,Cedeño,697,IS3,NO,NO,NO,NO,NO
P1322,rosa1322@mail.com,0967966074,Rosa,Gomez,846,AD2,NO,NO,NO,NO,NO
P1323,lucia1323@mail.com,0969204153,Lucia,Cedeño,786,PS1,SI,NO,NO,NO,NO
P1324,ana1324@mail.com,0918205065,Ana,Gomez,667,DE1,NO,SI,NO,NO,NO
P1325,maria1325@mail.com,0991308967,Maria,Zambrano,704,EN1,NO,NO,SI,NO,NO
P1326,carlos1326@mail.com,0937453454,Carlos,Torres,668,CO1,SI,NO,NO,NO,NO
P1327,ana1327@mail.com,0983694866,Ana,Vera,837,CO2,NO,NO,NO,NO,NO
P1328,juan1328@mail.com,0986238694,Juan,Castro,759,MA1,NO,NO,SI,NO,NO
P1329,pedro1329@mail.com,0923911108,Pedro,Mendoza,693,IS1,NO,NO,NO,NO,NO
P1330,juan1330@mail.com,0948084299,Juan,Garcia,808,MA1,NO,NO,NO,NO,NO
P1331,juan1331@mail.com,0939937863,Juan,Cedeño,685,DE1,NO,SI,NO,SI,NO
P1332,maria1332@mail.com,0942456534,Maria,Mendoza,698,CO1,SI,NO,NO,NO,NO
P1333,pedro1333@mail.com,0981236757,Pedro,Cedeño,812,AD2,NO,SI,NO,NO,NO
P1334,rosa1334@mail.com,0969334507,Rosa,Lopez,663,IS1,NO,NO,NO,NO,NO
P1335,ana1335@mail.com,0990906421,Ana,Torres,912,AD1,NO,NO,NO,NO,NO
P1336,sofia1336@mail.com,0983952996,Sofia,Lopez,859,ME1,NO,NO,NO,NO,NO
P1337,luis1337@mail.com,0928354828,Luis,Garcia,922,PS1,NO,NO,NO,NO,NO
P1338,juan1338@mail.com,0934405253,Juan,Lopez,744,IN1,NO,NO,NO,NO,NO
P1339,lucia1339@mail.com,0931870947,Lucia,Vera,693,IS1,NO,NO,NO,NO,NO
P1340,miguel1340@mail.com,0913885099,Miguel,Torres,932,EC1,NO,NO,NO,NO,NO
P1341,miguel1341@mail.com,0941886108,Miguel,Zambrano,671,PS1,NO,NO,NO,NO,NO
P1342,miguel1342@mail.com,0981924877,Miguel,Garcia,892,AR1,NO,NO,NO,NO,NO
P1343,rosa1343@mail.com,0967574743,Rosa,Zambrano,747,CO1,NO,NO,SI,NO,NO
P1344,miguel1344@mail.com,0958659623,Miguel,Perez,968,MA1,NO,NO,NO,NO,SI
P1345,juan1345@mail.com,0918153775,Juan,Perez,985,AD2,NO,SI,NO,NO,NO
P1346,pedro1346@mail.com,0923944570,Pedro,Perez,978,AD1,NO,NO,SI,NO,NO
P1347,carlos1347@mail.com,0933859572,Carlos,Torres,840,IS1,NO,NO,NO,NO,SI
P1348,carlos1348@mail.com,0972231214,Carlos,Perez,814,IN1,NO,NO,NO,NO,NO
P1349,rosa1349@mail.com,0975452448,Rosa,Garcia,667,IS3,NO,NO,NO,NO,NO
P1350,luis1350@mail.com,0997662945,Luis,Garcia,893,DE1,NO,NO,NO,NO,NO
P1351,miguel1351@mail.com,0941732029,Miguel,Garcia,697,DE1,NO,NO,NO,SI,SI
P1352,luis1352@mail.com,0970073241,Luis,Zambrano,755,AD1,NO,NO,NO,NO,NO
P1353,sofia1353@mail.com,0964589475,Sofia,Torres,723,CO1,NO,NO,NO,NO,NO
P1354,miguel1354@mail.com,0975469315,Miguel,Vera,988,MA1,NO,SI,NO,NO,NO
P1355,ana1355@mail.com,0936744876,Ana,Torres,718,AR1,SI,NO,NO,NO,NO
P1356,juan1356@mail.com,0963743241,Juan,Vera,728,AD2,NO,NO,NO,NO,NO
P1357,miguel1357@mail.com,0925416550,Miguel,Castro,751,EN1,NO,NO,NO,NO,NO
P1358,ana1358@mail.com,0958995737,Ana,Vera,905,AD2,NO,NO,NO,NO,NO
P1359,rosa1359@mail.com,0940914495,Rosa,Perez,714,EN1,NO,NO,NO,NO,NO
P1360,pedro1360@mail.com,0932778380,Pedro,Vera,771,AR1,NO,SI,NO,NO,NO
P1361,sofia1361@mail.com,0946308234,Sofia,Lopez,704,EC1,NO,NO,NO,SI,NO
P1362,carlos1362@mail.com,0917973949,Carlos,Castro,814,IN1,NO,NO,NO,NO,NO
P1363,luis1363@mail.com,0994331617,Luis,Gomez,735,CO1,SI,NO,SI,NO,NO
P1364,sofia1364@mail.com,0938030677,Sofia,Garcia,852,CO1,NO,NO,NO,NO,NO
P1365,lucia1365@mail.com,0916539510,Lucia,Torres,774,CO2,NO,NO,SI,NO,NO
P1366,carlos1366@mail.com,0975506643,Carlos,Cedeño,871,EC1,SI,NO,NO,NO,NO
P1367,pedro1367@mail.com,0936934519,Pedro,Torres,828,AR1,NO,SI,SI,NO,NO
P1368,luis1368@mail.com,0972882061,Luis,Vera,816,ME1,NO,NO,NO,NO,NO
P1369,lucia1369@mail.com,0994936951,Lucia,Gomez,905,AD1,NO,NO,NO,NO,NO
P1370,luis1370@mail.com,0922345187,Luis,Cedeño,951,IN1,NO,NO,NO,NO,NO
P1371,pedro1371@mail.com,0910870565,Pedro,Torres,806,DE1,NO,SI,SI,NO,NO
P1372,lucia1372@mail.com,0954645372,Lucia,Garcia,658,EN1,NO,NO,NO,NO,NO
P1373,ana1373@mail.com,0984586748,Ana,Perez,847,AR1,SI,NO,NO,NO,NO
P1374,luis1374@mail.com,0943034361,Luis,Castro,976,AD1,SI,SI,NO,NO,NO
P1375,rosa1375@mail.com,0942001924,Rosa,Zambrano,683,AD2,NO,SI,NO,NO,NO
P1376,luis1376@mail.com,0916258019,Luis,Vera,764,EC1,NO,NO,SI,NO,NO
P1377,lucia1377@mail.com,0964114419,Lucia,Zambrano,875,AR1,NO,NO,NO,NO,NO
P1378,luis1378@mail.com,0961417976,Luis,Torres,685,IS1,NO,NO,NO,NO,NO
P1379,ana1379@mail.com,0982481304,Ana,Perez,783,CO2,NO,NO,NO,NO,NO
P1380,pedro1380@mail.com,0978994874,Pedro,Cedeño,834,IS3,NO,NO,NO,NO,NO
P1381,pedro1381@mail.com,0936496834,Pedro,Torres,752,PS1,NO,NO,NO,NO,NO
P1382,sofia1382@mail.com,0974847873,Sofia,Castro,961,AR1,NO,NO,NO,NO,NO
P1383,carlos1383@mail.com,0910688583,Carlos,Zambrano,673,IN1,NO,NO,NO,NO,NO
P1384,carlos1384@mail.com,0918072459,Carlos,Lopez,890,IN1,NO,NO,SI,NO,NO
P1385,maria1385@mail.com,0937159453,Maria,Lopez,838,IS1,NO,NO,NO,NO,NO
P1386,maria1386@mail.com,0928143803,Maria,Vera,869,CO2,NO,NO,NO,NO,NO
P1387,lucia1387@mail.com,0925092287,Lucia,Vera,911,ME1,NO,NO,NO,NO,NO
P1388,lucia1388@mail.com,0939976869,Lucia,Cedeño,824,AD1,NO,NO,NO,NO,NO
P1389,pedro1389@mail.com,0994608778,Pedro,Cedeño,893,IS1,NO,NO,NO,NO,NO
P1390,juan1390@mail.com,0965825453,Juan,Lopez,771,PS1,NO,NO,NO,NO,NO
P1391,sofia1391@mail.com,0966158837,Sofia,Gomez,905,IS2,NO,NO,NO,NO,NO
P1392,luis1392@mail.com,0936397320,Luis,Garcia,860,AD2,SI,NO,NO,SI,NO
P1393,miguel1393@mail.com,0970886736,Miguel,Gomez,900,ME1,NO,NO,NO,NO,NO
P1394,juan1394@mail.com,0921901319,Juan,Torres,756,MA1,NO,NO,NO,NO,NO
P1395,luis1395@mail.com,0973321761,Luis,Vera,881,EC1,SI,NO,NO,SI,NO
P1396,ana1396@mail.com,0918766493,Ana,Perez,664,AD2,NO,SI,NO,NO,NO
P1397,rosa1397@mail.com,0955387786,Rosa,Cedeño,814,MA1,NO,NO,NO,NO,NO
P1398,ana1398@mail.com,0929025549,Ana,Garcia,919,CO1,NO,NO,NO,NO,NO
P1399,pedro1399@mail.com,0948948044,Pedro,Perez,738,MA1,NO,NO,NO,NO,NO
P1400,ana1400@mail.com,0942643882,Ana,Garcia,924,CO2,NO,NO,NO,NO,NO
P1401,carlos1401@mail.com,0948442940,Carlos,Mendoza,836,CO1,NO,NO,NO,NO,NO
P1402,luis1402@mail.com,0992574800,Luis,Garcia,699,IS3,NO,NO,NO,NO,NO
P1403,maria1403@mail.com,0926789773,Maria,Garcia,946,MA1,NO,NO,NO,NO,NO
P1404,miguel1404@mail.com,0967679675,Miguel,Mendoza,735,EC1,NO,NO,NO,NO,NO
P1405,juan1405@mail.com,0916984408,Juan,Zambrano,813,MA1,NO,NO,NO,NO,NO
